mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
18.37879240512848,0.23144781589508057,0.020790457725524902,0.001202702522277832,1,"(14,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (14,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8344099251512355,0.8408694760586486,0.8376397006049421,0.0032297754537065626,68
19.16880762577057,0.10958993434906006,0.017278313636779785,0.0022832155227661133,1,"(10,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (10,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8367681738952117,0.8394852865784886,0.8381267302368502,0.0013585563416384505,67
17.84620726108551,0.024145007133483887,0.015994906425476074,1.1920928955078125e-07,1,"(15,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (15,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8379985645442428,0.8384599610376294,0.8382292627909361,0.00023069824669330607,66
13.529617667198181,0.05196845531463623,0.012496113777160645,0.0004998445510864258,0.05,"(11,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (11,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.836460576232954,0.8400492156259612,0.8382548959294576,0.0017943196965036212,65
20.18777310848236,2.7504857778549194,0.018493294715881348,0.0024999380111694336,1,"(12,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (12,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8383061622065006,0.8386650261458013,0.8384855941761509,0.0001794319696503677,64
18.848761796951294,0.848254919052124,0.01749122142791748,0.0004955530166625977,1,"(11,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (11,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8361017122936533,0.8409720086127346,0.838536860453194,0.0024351481595406566,63
24.99897611141205,0.33000075817108154,0.02499222755432129,0.008997201919555664,1,"(13,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (13,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8365118425099969,0.8413308725520353,0.8389213575310162,0.002409515021019215,62
13.211701512336731,0.4285985231399536,0.014496564865112305,0.0005021095275878906,0.5,"(13,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (13,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8350251204757511,0.8428688608633241,0.8389469906695376,0.003921870193786536,61
12.72908353805542,0.2866847515106201,0.012494564056396484,0.0004992485046386719,0.5,"(10,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (10,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8402542807341331,0.8381010970983287,0.8391776889162309,0.001076591817902206,60
12.745608806610107,0.7655086517333984,0.01399528980255127,0.0019992589950561523,0.0001,"(12,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (12,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8400492156259612,0.8387162924228443,0.8393827540244028,0.0006664616015584768,59
12.8690687417984,0.35788142681121826,0.016994237899780273,0.003998994827270508,0.5,"(12,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (12,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8388188249769302,0.8407669435045627,0.8397928842407465,0.0009740592638162737,58
13.501919269561768,0.47348976135253906,0.01249539852142334,0.0005003213882446289,0.05,"(14,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (14,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8399466830718754,0.8397928842407464,0.8398697836563109,7.689941556449087e-05,57
14.308226227760315,0.12977778911590576,0.0205078125,0.004484415054321289,0.0001,"(18,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (18,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8415359376602071,0.8386650261458013,0.8401004819030042,0.0014354557572028859,55
18.47830593585968,0.18980014324188232,0.021749377250671387,0.0012434720993041992,1,"(18,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (18,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8396903516866605,0.8405106121193479,0.8401004819030042,0.00041013021634367375,55
21.14532768726349,0.7188335657119751,0.025020837783813477,0.002028226852416992,1,"(25,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (25,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8397928842407464,0.8408182097816057,0.840305547011176,0.0005126627704296616,53
14.460193157196045,0.09171175956726074,0.0164949893951416,0.0014994144439697266,0.0001,"(15,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (15,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8424587306469804,0.8381523633753717,0.840305547011176,0.0021531836358043566,53
25.236968278884888,0.09305214881896973,0.03525948524475098,0.0002734661102294922,1,"(40,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (40,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8399979493489182,0.8407669435045627,0.8403824464267404,0.0003844970778222323,52
13.128907442092896,0.33792734146118164,0.014496445655822754,0.000502467155456543,0.05,"(15,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (15,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8418435353224649,0.839075156362145,0.840459345842305,0.0013841894801599475,51
13.960160613059998,0.4931238889694214,0.018993258476257324,0.0019992589950561523,0.5,"(16,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (16,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8383061622065006,0.8427663283092381,0.8405362452578693,0.002230083051368792,50
12.040514826774597,0.7951313257217407,0.0134962797164917,0.0004998445510864258,0.05,"(10,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (10,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8387162924228443,0.8426637957551523,0.8406900440889983,0.001973751666153989,49
22.14100408554077,0.07367825508117676,0.026990175247192383,0.0019991397857666016,1,"(30,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (30,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8402030144570901,0.8412283399979493,0.8407156772275197,0.0005126627704296061,48
12.785186648368835,0.1263042688369751,0.011996269226074219,0.0019989013671875,0.0001,"(11,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (11,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8397928842407464,0.8418948015995078,0.840843842920127,0.001050958679380709,47
17.676222920417786,0.17520582675933838,0.02252781391143799,0.003533482551574707,1,"(20,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (20,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8397416179637035,0.8423561980928945,0.841048908028299,0.0013072900645955121,46
14.27362847328186,0.9516615867614746,0.01949441432952881,0.005498290061950684,0.05,"(16,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (16,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8412796062749923,0.8408694760586486,0.8410745411668205,0.00020506510817186463,44
13.860652327537537,0.3173867464065552,0.013995885848999023,0.0,0.5,"(15,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (15,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8397416179637035,0.8424074643699374,0.8410745411668205,0.0013329232031169536,44
22.859822511672974,0.29570698738098145,0.03148961067199707,0.0005002021789550781,1,"(35,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (35,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8409207423356916,0.8414334051061212,0.8411770737209063,0.00025633138521480303,43
15.069604277610779,0.06734192371368408,0.02049386501312256,0.0044983625411987305,0.05,"(20,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (20,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.840356813288219,0.8422536655388085,0.8413052394135138,0.0009484261252947768,42
12.618033170700073,0.023241758346557617,0.011495828628540039,0.000499725341796875,0.5,"(11,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (11,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8391776889162309,0.8436378550189685,0.8414077719675996,0.002230083051368792,41
12.297688961029053,0.1439533233642578,0.011495709419250488,0.0014992952346801758,0.0001,"(10,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (10,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8405618783963908,0.8424587306469804,0.8415103045216856,0.0009484261252947768,39
13.328903436660767,0.1334822177886963,0.013995647430419922,4.76837158203125e-07,0.0001,"(14,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (14,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8394852865784886,0.8435353224648826,0.8415103045216856,0.002025017943196983,39
28.699640035629272,0.9484245777130127,0.04348146915435791,0.002495408058166504,1,"(50,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8410745411668205,0.8419973341535938,0.8415359376602072,0.00046139649338666766,38
18.819364070892334,0.1361386775970459,0.01679074764251709,0.0002034902572631836,1,"(16,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (16,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8412796062749923,0.8418435353224649,0.8415615707987286,0.0002819645237363,37
13.124552369117737,0.42860519886016846,0.013996005058288574,0.001999497413635254,0.05,"(13,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (13,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8411258074438634,0.8421511329847227,0.841638470214293,0.0005126627704296061,36
45.314332604408264,0.751529335975647,0.07397615909576416,0.0009990930557250977,1,"(100,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8412796062749923,0.8423049318158515,0.8417922690454219,0.0005126627704296061,35
12.926498889923096,0.026994705200195312,0.011996030807495117,0.0009992122650146484,0.0001,"(13,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (13,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8412796062749923,0.8426125294781093,0.8419460678765508,0.0006664616015584768,34
56.93310797214508,1.9986392259597778,0.10446667671203613,0.0004990100860595703,1,"(150,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (150,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8413308725520353,0.8427150620321953,0.8420229672921153,0.0006920947400799737,32
15.57361364364624,0.12853384017944336,0.019993066787719727,0.003000020980834961,0.0001,"(20,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (20,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8406131446734338,0.8434327899107967,0.8420229672921153,0.0014098226186814444,32
13.063495397567749,0.0829625129699707,0.012991666793823242,0.0010035037994384766,0.5,"(14,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (14,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8400492156259612,0.8440479852353122,0.8420486004306367,0.001999384804675486,29
65.03437829017639,1.7969658374786377,0.11446285247802734,0.0014989376068115234,1,"(200,)",adaptive,sgd,"{'alpha': 1, 'hidden_layer_sizes': (200,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8415872039372501,0.8425099969240234,0.8420486004306367,0.00046139649338666766,29
16.496153235435486,0.35603201389312744,0.018993616104125977,2.384185791015625e-07,0.05,"(25,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (25,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8422023992617657,0.8418948015995078,0.8420486004306367,0.00015379883112892623,29
13.62792420387268,0.27094125747680664,0.015496134757995605,0.0005015134811401367,0.0001,"(16,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (16,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8424074643699374,0.8418435353224649,0.8421254998462011,0.0002819645237362445,28
14.523651242256165,0.021680712699890137,0.014993667602539062,1.1920928955078125e-06,0.5,"(18,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (18,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8413308725520353,0.8436378550189685,0.842484363785502,0.0011534912334665859,27
15.003074288368225,0.29431116580963135,0.01749420166015625,0.0004992485046386719,0.5,"(20,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (20,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.84297139341741,0.8421511329847227,0.8425612632010664,0.00041013021634367375,26
12.867091417312622,0.03872823715209961,0.011495590209960938,0.0005004405975341797,0.05,"(12,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (12,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8426637957551523,0.8427663283092381,0.8427150620321953,5.12662770429384e-05,25
18.112826228141785,0.3536494970321655,0.024991989135742188,0.003998756408691406,0.5,"(30,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (30,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8414334051061212,0.8440992515123552,0.8427663283092381,0.001332923203117009,24
17.504395723342896,0.2574179172515869,0.02099311351776123,5.960464477539062e-07,0.0001,"(30,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (30,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.843022659694453,0.8428688608633241,0.8429457602788886,7.689941556443536e-05,23
15.869926571846008,0.36671316623687744,0.014994382858276367,0.0010004043579101562,0.05,"(18,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (18,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.843073925971496,0.843073925971496,0.843073925971496,0.0,22
19.321773529052734,0.06751108169555664,0.030989408493041992,0.005999326705932617,0.0001,"(35,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (35,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8425612632010664,0.8437916538500974,0.8431764585255819,0.0006151953245154829,21
29.726240277290344,0.23843657970428467,0.03648793697357178,0.0024994611740112305,0.5,"(50,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8426125294781093,0.8439454526812263,0.8432789910796679,0.0006664616015585323,20
25.307488918304443,0.16066884994506836,0.031022191047668457,0.0009671449661254883,0.5,"(40,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (40,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8436891212960115,0.8435865887419256,0.8436378550189685,5.12662770429384e-05,19
17.836594939231873,0.49696123600006104,0.02450382709503174,0.0035108327865600586,0.05,"(30,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (30,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.842920127140367,0.8445606480057418,0.8437403875730545,0.000820260432687403,18
16.150763511657715,0.3590888977050781,0.02049565315246582,0.0025010108947753906,0.5,"(25,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (25,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8439454526812263,0.8436891212960115,0.8438172869886189,0.00012816569260742927,17
22.150528073310852,1.0200480222702026,0.031989455223083496,8.344650268554688e-07,0.5,"(35,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (35,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.842920127140367,0.8449195119450426,0.8439198195427048,0.0009996924023377707,16
51.03778111934662,0.7782591581344604,0.07999050617218018,0.0019823312759399414,0.5,"(100,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8435353224648826,0.8446631805598277,0.8440992515123551,0.0005639290474725445,14
68.30738651752472,1.5859345197677612,0.13127493858337402,0.01867985725402832,0.5,"(150,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (150,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8446631805598277,0.8435353224648826,0.8440992515123551,0.0005639290474725445,14
18.556137681007385,0.2101975679397583,0.02399158477783203,2.384185791015625e-07,0.05,"(35,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (35,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8431764585255819,0.8450733107761714,0.8441248846508767,0.0009484261252947768,13
19.786144137382507,0.16577613353729248,0.02998495101928711,0.0009951591491699219,0.0001,"(40,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (40,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8431251922485389,0.8454321747154722,0.8442786834820055,0.0011534912334666414,12
16.585476994514465,0.05056631565093994,0.019993901252746582,8.344650268554688e-07,0.0001,"(25,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (25,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8436378550189685,0.8451758433302573,0.8444068491746128,0.0007689941556444091,11
22.542194724082947,0.0006679296493530273,0.03448927402496338,0.0004993677139282227,0.0001,"(50,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8454321747154722,0.8437916538500974,0.8446119142827848,0.000820260432687403,10
85.96764373779297,0.2795572280883789,0.16004323959350586,0.004903316497802734,0.5,"(200,)",adaptive,sgd,"{'alpha': 0.5, 'hidden_layer_sizes': (200,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8448682456679996,0.8459961037629448,0.8454321747154722,0.0005639290474726,9
22.752072930336,0.5103799104690552,0.03698849678039551,0.0010008811950683594,0.05,"(50,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.845585973546601,0.8454834409925152,0.845534707269558,5.12662770429384e-05,8
19.50566554069519,0.411806583404541,0.02998960018157959,0.001999974250793457,0.05,"(40,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (40,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8458935712088588,0.8452783758843433,0.845585973546601,0.00030759766225774143,7
34.13816857337952,0.1317448616027832,0.06248152256011963,0.0015012025833129883,0.05,"(100,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8459448374859018,0.8454321747154722,0.8456885061006869,0.00025633138521480303,6
35.890366315841675,0.10562705993652344,0.06447863578796387,0.007498264312744141,0.0001,"(100,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8462524351481595,0.8463549677022455,0.8463037014252025,5.126627704299391e-05,5
58.38319635391235,0.13456153869628906,0.09703481197357178,0.0019327402114868164,0.05,"(150,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (150,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.846970163026761,0.8462524351481595,0.8466112990874602,0.00035886393930073535,4
57.967297434806824,0.3704599142074585,0.12395977973937988,0.004998207092285156,0.0001,"(200,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (200,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8466625653645032,0.8476366246283195,0.8471495949964114,0.0004870296319081091,3
47.4371622800827,0.017527461051940918,0.09396946430206299,0.0029991865158081055,0.0001,"(150,)",adaptive,sgd,"{'alpha': 0.0001, 'hidden_layer_sizes': (150,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8463037014252025,0.8484568850610069,0.8473802932431047,0.001076591817902206,2
64.55851721763611,6.537870407104492,0.11796212196350098,4.76837158203125e-07,0.05,"(200,)",adaptive,sgd,"{'alpha': 0.05, 'hidden_layer_sizes': (200,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.847072695580847,0.849636009432995,0.848354352506921,0.0012816569260740152,1
